,smiles,docking_score
268,COc1cc2c3c(c1O)C(=O)c1ccccc1C3=NCC2,-10.78363
269,Cc1c(C)c2cc(OCc3ccccc3)c(O)cc2oc1=O,-10.780510000000001
270,O=C1CCCc2cc(OCCCc3ccccc3)ccc12,-10.77737
271,CN(CCCCOc1cc(O)c2c(=O)c3ccccc3sc2c1)Cc1ccccc1,-10.776489999999999
272,O=C1CCc2ccc(OCCCc3ccccc3)cc2N1,-10.76908
273,Cc1ccc(C(=O)Cc2cc3c(cc2[N+](=O)[O-])C(=O)NC3=O)cc1,-10.76648
274,Fc1ccc(CN[C@H]2CC2c2ccc(Oc3ccccc3)cc2)cc1,-10.763010000000001
275,Nc1nn(c2ccccc2)nc1C(=O)CCc1ccccc1,-10.7617
276,O=C(Nc1cc2ccccc2oc1=O)Oc1ccccc1,-10.76115
277,CC1(C)CC(=O)c2ccc(OCc3cccc(Cl)c3)cc2O1,-10.76075
278,Cc1cncn1c1ccc2nc(c3ccccc3)ncc2c1,-10.75871
279,Cc1ccccc1C[n+]1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1,-10.75646
280,O=c1c(O)c(c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-10.75491
281,O=C(Nc1ccc2cn[nH]c2c1)c1cnc(N2CCOCC2)c(Cl)c1,-10.75407
282,c1cn(c2ccc3nc(c4ccc5c(c4)OCCO5)ncc3c2)cn1,-10.7537
283,Cn1c(=O)c2c(nc(SCCc3ccc(C(F)(F)F)cc3)n2C)n(C)c1=O,-10.74901
284,c1ccc(C2C[C@@H]2NCc2ccc3ccccc3n2)cc1,-10.74832
285,O=C(CCCc1ccc(Cl)c(Cl)c1)Nc1nc2ccccc2c(=O)s1,-10.74436
